City,Latitude,Longtitude,Max Temperature,Humidity,Clouds,Wind Speed,Country,Weather Date
Hobyo,5.3505,48.5268,79.3,77,88,21.45,SO,1632286181
Tagusao,9.1924,117.8141,79.88,83,100,10.56,PH,1632286182
Fare,-16.7,-151.0167,78.73,68,11,3.2,PF,1632286182
Saint-Joseph,-21.3667,55.6167,73.78,65,19,5.01,RE,1632286182
Kayerkan,69.3497,87.7602,35.47,78,93,9.62,RU,1632286183
Sola,-13.8833,167.55,78.91,81,30,11.1,VU,1632286183
Laas,46.6166,10.7002,54.48,54,51,5.88,IT,1632286184
Sungai Penuh,-2.0833,101.3833,82.42,49,61,4.59,ID,1632286184
Ambulu,-8.345,113.6058,85.96,62,94,7.49,ID,1632286184
Paragominas,-2.9667,-47.4833,70.16,94,48,3.27,BR,1632285959
Sangmélima,2.9333,11.9833,66.96,99,99,2.8,CM,1632286185
Bull Savanna,17.8868,-77.5902,76.57,77,28,2.15,JM,1632286185
Tsiroanomandidy,-18.7667,46.0333,73.27,56,40,3.6,MG,1632286186
Villa Carlos Paz,-31.4241,-64.4978,57.4,48,93,1.99,AR,1632286186
Sitka,57.0531,-135.33,53.49,66,90,14.97,US,1632286187
Moses Lake,47.1301,-119.2781,63.28,41,1,6.91,US,1632286000
Touros,-5.1989,-35.4608,74.3,88,3,9.46,BR,1632286152
Marsh Harbour,26.5412,-77.0636,82.49,74,100,8.16,BS,1632286187
Teruel,40.6667,-0.6667,51.76,82,33,3.44,ES,1632286188
Klaksvík,62.2266,-6.589,50.92,74,75,36.55,FO,1632286188
Churapcha,62.0025,132.4325,52.05,49,0,7.25,RU,1632286189
College,64.8569,-147.8028,35.58,65,75,5.75,US,1632286189
Mahon,39.8885,4.2658,70.36,83,40,10.36,ES,1632286189
Ribeira Grande,38.5167,-28.7,71.01,79,24,13.73,PT,1632286190
Sierra Vista,31.5545,-110.3037,74.5,32,1,3.44,US,1632286191
Coyhaique,-45.5752,-72.0662,44.55,87,0,4.61,CL,1632286094
Yendi,9.4427,-0.0099,70.81,97,100,4.59,GH,1632286191
Sri Aman,1.2376,111.4621,89.65,79,40,0.0,MY,1632286192
Pacific Grove,36.6177,-121.9166,71.15,76,1,1.99,US,1632286192
Canavieiras,-15.675,-38.9472,72.7,89,4,10.8,BR,1632286193
Miyako,39.6367,141.9525,81.07,66,4,8.57,JP,1632286193
Broome,42.2506,-75.833,66.02,84,1,4.0,US,1632286193
Batemans Bay,-35.7167,150.1833,61.92,52,15,7.67,AU,1632286194
Buluang,13.3068,123.3425,87.33,67,100,4.72,PH,1632286194
Pec,42.6591,20.2883,52.09,82,97,1.43,XK,1632286195
Port Macquarie,-31.4333,152.9167,64.36,56,87,14.07,AU,1632286139
Skibbereen,51.55,-9.2667,57.0,75,86,12.3,IE,1632286195
Sibu,2.3,111.8167,88.11,70,40,2.3,MY,1632286196
Jalu,29.0331,21.5482,79.36,30,0,6.98,LY,1632286196
Namatanai,-3.6667,152.4333,83.23,70,100,8.08,PG,1632286196
Kununurra,-15.7667,128.7333,84.18,12,90,13.8,AU,1632286197
Tacuarembó,-31.7333,-55.9833,44.91,92,30,10.02,UY,1632286197
Sidi Ali,36.0998,0.4206,68.81,84,99,12.24,DZ,1632286171
Yurga,55.7231,84.8861,36.63,99,100,8.41,RU,1632286198
Embonas,36.2269,27.8564,73.53,63,0,13.04,GR,1632286198
Fort Nelson,58.8053,-122.7002,47.79,71,40,3.44,CA,1632286199
Pombas,17.1503,-25.0201,76.78,81,66,11.23,CV,1632286199
Matamoros,25.5333,-103.25,69.42,71,95,10.51,MX,1632286199
Port Jervis,41.3751,-74.6927,70.48,96,97,3.29,US,1632286200
Lanigan,51.8501,-105.0344,53.89,39,76,8.12,CA,1632286200
Paraná,-31.732,-60.5238,53.56,76,51,7.94,AR,1632286201
Chimoio,-19.1164,33.4833,60.66,100,75,7.25,MZ,1632286201
Umm Kaddadah,13.6017,26.6876,80.22,56,65,7.65,SD,1632286203
Nushki,29.5542,66.0215,86.09,9,0,6.42,PK,1632286203
Arys,42.4252,68.795,71.82,16,71,5.97,KZ,1632286204
Sambava,-14.2667,50.1667,74.08,67,9,10.67,MG,1632286204
Bacong,9.2464,123.2956,82.69,77,96,2.57,PH,1632286204
Aquiraz,-3.9014,-38.3911,79.18,84,46,8.88,BR,1632286205
Grand Gaube,-20.0064,57.6608,74.37,51,6,8.99,MU,1632286095
Dicabisagan,17.0818,122.4157,88.57,63,33,8.79,PH,1632286205
Zambezi,-13.5432,23.1047,68.58,18,5,9.8,ZM,1632286206
Gwembe,-16.4975,27.6069,66.96,26,3,6.35,ZM,1632286206
Waipawa,-41.4122,175.5153,53.46,79,100,4.05,NZ,1632286207
São João da Barra,-21.6403,-41.0511,70.66,77,42,28.95,BR,1632286207
Nishihara,26.1842,127.7558,87.46,74,20,5.75,JP,1632286207
Sagua la Grande,22.8067,-80.0756,78.51,87,80,6.4,CU,1632286208
Jiuquan,39.7432,98.5174,76.08,18,75,7.96,CN,1632286208
Bahía Honda,22.9036,-83.1592,78.39,89,93,6.87,CU,1632286209
Repalle,16.0167,80.85,89.82,68,100,7.34,IN,1632286209
Mahibadhoo,3.7833,72.9667,84.06,72,1,16.49,MV,1632286209
Paracuru,-3.41,-39.0306,79.11,85,36,10.11,BR,1632286210
Maluso,6.543,121.8753,82.49,74,96,5.21,PH,1632286210
Buin,-33.7333,-70.75,51.84,89,84,2.82,CL,1632286211
Rudnichnyy,59.617,52.4703,39.99,71,91,5.84,RU,1632286211
Kuytun,54.3419,101.5036,46.78,56,52,5.17,RU,1632286211
Sioux Lookout,50.1001,-91.917,48.58,100,20,4.61,CA,1632286212
Isangel,-19.55,169.2667,86.11,58,75,6.91,VU,1632286212
Bengkulu,-3.8004,102.2655,83.64,70,50,8.99,ID,1632286213
Mattru,7.6244,-11.8332,72.93,99,78,1.95,SL,1632286213
Ørsta,62.2029,6.1272,62.96,55,75,11.5,NO,1632286214
Kralendijk,12.15,-68.2667,82.38,83,100,10.36,BQ,1632286214
Faanui,-16.4833,-151.75,78.98,69,15,3.2,PF,1632286092
Bria,6.5423,21.9863,69.04,97,100,2.73,CF,1632286215
San Antero,9.3741,-75.7589,78.84,87,95,6.22,CO,1632286215
Hambantota,6.1241,81.1185,89.94,66,0,11.5,LK,1632286215
Vila Velha,-20.3297,-40.2925,75.15,73,90,19.57,BR,1632286153
Matara,5.9485,80.5353,86.4,67,64,11.99,LK,1632286029
Halapitan,7.9175,125.33,82.6,76,56,2.8,PH,1632286216
Bama,11.5221,13.6856,72.5,91,100,3.33,NG,1632286217
Ust'-Barguzin,53.45,108.9833,50.22,55,29,2.66,RU,1632286217
Daru,-9.0763,143.2092,79.47,83,66,14.32,PG,1632286218
Zhezkazgan,47.8043,67.7144,48.67,37,67,13.73,KZ,1632286218
Andenes,69.3143,16.1194,49.98,71,75,28.77,NO,1632286218
Phan Thiet,10.9333,108.1,87.94,64,33,10.16,VN,1632286194
Cururupu,-1.8283,-44.8683,75.63,88,21,4.21,BR,1632286219
Saryg-Sep,51.5,95.6,48.33,31,63,6.15,RU,1632286219
Manzini,-26.25,31.5,58.32,60,40,3.85,SZ,1632286220
Buraidah,26.326,43.975,75.65,18,13,3.89,SA,1632286220
Cockburn Town,21.4612,-71.1419,82.69,79,10,15.97,TC,1632286220
Teacapan,22.55,-105.75,82.13,81,56,6.73,MX,1632286221
Middletown,39.5151,-84.3983,72.64,96,90,6.91,US,1632286104
Udachny,66.4167,112.4,39.74,92,100,3.85,RU,1632286221
Lensk,60.7253,114.9278,41.97,91,100,7.65,RU,1632286222
Amuntai,-2.4177,115.2494,85.87,63,92,0.54,ID,1632286222
Vao,-22.6667,167.4833,72.7,73,51,5.08,NC,1632286222
Byron Bay,-28.65,153.6167,73.06,52,45,17.76,AU,1632286223
Polunochnoye,60.8697,60.4153,40.41,83,100,4.85,RU,1632286223
Gijang,35.2442,129.2139,71.33,62,0,15.59,KR,1632286224
Porto-Novo,6.4965,2.6036,78.62,90,100,3.85,BJ,1632286224
Waycross,31.2136,-82.354,76.32,97,1,0.0,US,1632286224
Pueblo,38.2545,-104.6091,61.38,44,1,3.44,US,1632286140
Union City,37.5958,-122.0192,81.16,48,1,1.01,US,1632286012
Weihe,32.9952,105.3247,63.82,97,100,4.0,CN,1632286225
Presidencia Roque Sáenz Peña,-26.7852,-60.4388,58.57,63,100,4.27,AR,1632286226
Amos,48.5669,-78.1162,48.47,94,100,8.1,CA,1632286226
Gualaceo,-2.9,-78.7833,60.46,93,97,2.77,EC,1632286226
Arlit,18.7369,7.3853,86.45,17,61,9.33,NE,1632286227
Changji,44.0167,87.3167,61.59,25,0,6.71,CN,1632286227
Oron,4.8256,8.2343,73.9,95,100,2.33,NG,1632286227
Yar-Sale,66.8333,70.8333,37.9,97,100,12.1,RU,1632286095
Coahuayana Viejo,18.7333,-103.6833,76.41,93,36,2.59,MX,1632286228
Sibolga,1.7427,98.7792,86.88,58,53,4.97,ID,1632286228
Ottumwa,41.02,-92.4113,61.66,69,90,3.0,US,1632286229
Waingapu,-9.6567,120.2641,87.28,54,100,16.75,ID,1632286229
Kudahuvadhoo,2.6708,72.8944,84.54,70,18,16.08,MV,1632286197
Deputatsky,69.3,139.9,37.15,59,100,1.45,RU,1632286089
Senta,45.9275,20.0772,51.91,57,100,7.38,RS,1632286230
Hūn,29.1268,15.9477,79.61,19,0,7.74,LY,1632286230
Mojo,8.6,39.1167,60.73,90,99,3.74,ET,1632286231
Gao,16.6362,1.637,90.93,34,98,12.28,ML,1632286231
Mapiripán,2.8892,-72.1256,72.93,96,100,0.94,CO,1632286232
Waverly,42.7392,-84.6208,57.69,92,90,11.5,US,1632286232
Longyan,25.1072,117.0225,87.28,66,74,2.57,CN,1632286233
Lixouri,38.2019,20.4314,67.86,71,4,14.14,GR,1632286099
Greensburg,40.3015,-79.5389,68.5,95,75,0.0,US,1632286154
Yangi Marg`ilon,40.4272,71.7189,74.12,27,0,4.61,UZ,1632286233
Gobabis,-22.45,18.9667,57.67,17,8,8.88,,1632286234
Naze,28.3667,129.4833,81.52,69,93,7.09,JP,1632286234
Caucayá,-0.1934,-74.7819,70.54,100,100,3.02,CO,1632286235
Kindu,-2.95,25.95,71.56,90,89,2.71,CD,1632286235
Yerbogachën,61.2767,108.0108,46.69,54,99,8.08,RU,1632286236
Batagay-Alyta,67.8006,130.4114,41.45,69,100,2.51,RU,1632286236
Ratnagiri,16.9833,73.3,79.25,86,85,6.64,IN,1632286236
Siniscola,40.5719,9.6922,62.15,86,100,3.47,IT,1632286237
Chumikan,54.7183,135.315,51.78,47,1,7.02,RU,1632286237
Aksu,41.1231,80.2644,80.02,19,0,4.97,CN,1632286237
Arrondissement d'Ajaccio,42.0,8.9167,59.05,82,0,9.22,FR,1632286011
Belmonte,-15.8631,-38.8828,73.9,88,17,13.91,BR,1632286238
Moldava nad Bodvou,48.6143,20.9996,48.34,93,75,4.61,SK,1632286238
Sabang,5.8933,95.3214,82.22,74,100,21.7,ID,1632286239
Turtas,58.9417,69.1325,39.58,88,100,7.34,RU,1632286239
Carutapera,-1.195,-46.02,78.37,83,24,8.63,BR,1632286131
Rocky Mountain House,52.3668,-114.9188,59.11,44,75,3.44,CA,1632286113
Kaeo,-35.1,173.7833,63.32,85,79,18.9,NZ,1632286240
Plouzané,48.3833,-4.6167,57.25,97,90,6.91,FR,1632286240
Beloha,-25.1667,45.05,72.14,73,66,7.78,MG,1632286079
Alpena,45.0617,-83.4327,57.52,83,75,8.01,US,1632286241
Verkhnevilyuysk,63.4453,120.3167,53.13,60,100,3.96,RU,1632286241
Kauhajoki,62.4333,22.1833,26.58,88,100,4.74,FI,1632286242
Esterhazy,50.65,-102.0843,43.65,40,63,7.94,CA,1632286242
San Patricio,28.017,-97.5169,84.29,70,6,9.19,US,1632286177
Hirara,24.8,125.2833,88.07,74,40,5.75,JP,1632286243
Port Hueneme,34.1478,-119.1951,88.72,82,75,3.44,US,1632286243
Elk City,35.412,-99.4043,63.09,51,1,0.0,US,1632286243
Whitehorse,60.7161,-135.0538,45.37,76,75,12.66,CA,1632286116
Puerto Escondido,15.85,-97.0667,80.6,81,81,3.85,MX,1632286244
Akom,2.6678,12.7109,66.69,99,98,3.02,CM,1632286244
Henties Bay,-22.116,14.2845,53.85,79,0,1.25,,1632286242
Port-Cartier,50.0334,-66.8654,53.74,88,93,5.48,CA,1632286245
Lázaro Cárdenas,17.9583,-102.2,78.78,86,13,3.83,MX,1632286245
Krasnokamensk,50.0979,118.0369,63.61,57,19,6.51,RU,1632286245
Enterprise,36.0252,-115.2419,80.82,17,1,4.0,US,1632286246
Samarai,-10.6167,150.6667,78.39,80,92,15.5,PG,1632286246
Bilma,18.6853,12.9164,83.01,15,55,5.28,NE,1632286179
Mānsa,29.9833,75.3833,87.08,64,87,8.12,IN,1632286247
Pakxan,18.3778,103.6601,88.86,56,15,3.8,LA,1632286247
Madera,37.1666,-119.8343,82.49,18,0,6.15,US,1632286248
Kidal,18.4411,1.4078,86.43,22,10,8.14,ML,1632286248
Souris,49.6172,-100.2612,40.86,39,62,5.88,CA,1632286249
Itarema,-2.9248,-39.9167,77.11,84,16,11.7,BR,1632286249
Tongchuanshi,35.0806,109.0897,78.17,47,92,8.12,CN,1632286249
Oriximiná,-1.7656,-55.8661,73.08,88,56,3.0,BR,1632286248
Kutum,14.2,24.6667,76.42,53,99,5.61,SD,1632286250
Tehachapi,35.1322,-118.449,75.42,26,0,1.01,US,1632286167
Øksfjord,70.2396,22.3479,45.52,85,100,19.48,NO,1632286157
Buta,2.7858,24.73,70.12,90,82,1.97,CD,1632286251
Bathsheba,13.2167,-59.5167,83.01,78,20,10.36,BB,1632286251
Abdulino,53.7,53.6667,51.31,39,100,14.09,RU,1632286251
Yatou,37.15,122.3833,74.39,56,0,13.11,CN,1632286252
Clyde River,70.4692,-68.5914,27.09,78,54,5.39,CA,1632286224
Coquimbo,-29.9533,-71.3436,55.13,71,90,5.75,CL,1632286252
Narrabri,-30.3167,149.7833,68.09,28,0,8.05,AU,1632286253
Kamakwie,9.5,-12.2333,72.63,99,100,2.06,SL,1632286253
Luena,-11.7833,19.9167,59.92,24,8,2.24,AO,1632286254
Roela,59.1667,26.5926,42.01,88,97,2.57,EE,1632286254
Mareeba,-17.0,145.4333,76.44,48,71,8.37,AU,1632286254
Verāval,20.9,70.3667,82.99,77,89,15.95,IN,1632286255
Souillac,-20.5167,57.5167,75.36,60,20,9.22,MU,1632286255
Trairi,-3.2778,-39.2689,76.86,85,42,8.93,BR,1632285994
Faya,18.3851,42.4509,68.11,33,81,7.76,SA,1632286256
Bubaque,11.2833,-15.8333,80.96,80,91,10.69,GW,1632286172
Ucluelet,48.9329,-125.5528,60.1,85,100,5.79,CA,1632286134
Alyangula,-13.8483,136.4192,78.67,36,40,11.5,AU,1632286257
Toora-Khem,52.4675,96.11,46.02,37,68,2.3,RU,1632286257
Pires do Rio,-17.2997,-48.2794,80.47,23,59,1.32,BR,1632286258
Elias Fausto,-23.0428,-47.3739,63.64,74,99,18.05,BR,1632286258
Ulaanbaatar,47.9077,106.8832,62.73,51,20,2.24,MN,1632286231
Naberera,-4.2,36.9333,61.45,74,35,8.5,TZ,1632286259
Redmond,47.674,-122.1215,64.09,77,38,1.01,US,1632286259
Kwang Binh,17.4833,106.6,83.46,79,61,6.35,VN,1632286260
Santa Cruz de Tenerife,28.4682,-16.2546,72.21,86,40,8.01,ES,1632286260
Korla,41.7597,86.1469,79.84,19,5,16.26,CN,1632286260
Antofagasta,-23.65,-70.4,58.28,84,61,5.79,CL,1632285992
Ledyard Center,41.4398,-72.0142,70.72,81,90,5.75,US,1632286261
